x,y,z,label
0.5903691,-12.670647,-27.918707,Préparation d'impression ou de reprographie ( Impression - prépresse - reprographie )
14.964247,-3.9773428,5.1801906,"Fabrication et transformation de matériaux composites, plastiques et en caoutchouc ( Fabrication et transformation d'éléments )"
-15.284329,16.43793,10.587106,Podologie ( Santé - médecine - pharmacie )
9.752118,-11.397281,14.851095,Electronique
-0.22242887,-1.5310714,11.2107725,Parachimie
19.799171,-2.742525,-11.820317,Dentelle
7.123167,-7.1157017,9.975734,Hydroélectrique
7.471427,-4.8706303,-12.834895,Application web
-9.178182,1.7575544,15.047582,Renseignement
16.135794,-2.2474535,4.12119,Transformation des matériaux
5.4363394,26.511541,10.039901,Pêche
-11.904895,-2.6226835,-0.64399153,Gestion de comptes ( Banque - assurance - finance - fiscalité )
19.663687,-5.27878,-15.536489,Haute couture
0.92988545,20.183962,4.159076,Sylviculture - élagage ( Agriculture - sylviculture - pêche )
2.8939447,8.018777,12.093523,Stérilisation de matériel ( Nettoyage - entretien )
-9.279761,17.040462,10.053581,Soins et suivi vétérinaires ( Santé animale )
-7.3802366,25.362064,-3.4939415,Protection du patrimoine naturel ( Environnement )
11.204152,9.216521,10.651809,Froid industriel
-5.551242,-3.955653,10.510873,Environnement
-23.10201,-15.135384,3.651274,Contrôle aérien ( Transport )
2.2698255,1.1360809,-1.0893192,Médico-technique
-17.738295,18.482807,9.355357,Radiologie vasculaire
-9.078275,10.144783,14.069582,Services funéraires et soins mortuaires
-15.105796,5.2775216,13.202515,Services à la personne et à la collectivité - Aide à la vie quotidienne
-0.55425394,18.176502,14.082996,Parcs d'attraction ( Tourisme et loisirs )
4.9058824,6.098628,-5.879955,"Commerce, Vente et Grande distribution - Grande distribution"
-2.3638716,18.297424,6.5041947,Aquaculture
11.397177,-19.864796,-5.6767874,Montage - assemblage ( Fabrication et transformation d'éléments )
18.809637,-1.5198485,-20.076868,Prêt-à-porter
-5.5216107,-11.009458,-13.71486,Installation et câblage réseau et télécom ( Réseau et télécom )
1.8007203,-21.215153,-0.006197674,Etude de chantier ( BTP - construction - aménagement )
-4.1345305,-3.4172776,0.6330745,Travail de la pierre ( Métiers d'art )
-10.375718,-19.149637,-1.3196104,Exploitation aéroportuaire ( Transport )
17.933672,-3.6500437,-18.654785,Mannequinat ( Mode et stylisme )
14.290281,-4.551058,5.6295443,"Industrie - Plastique, caoutchouc"
-8.491701,-10.493787,-4.2956843,Gardiennage d'immeuble ( Immobilier )
-9.479517,3.0452416,24.200655,Tuile et brique en terre
-3.7946184,-12.591143,4.4690742,Mise en scène ( Spectacle et audiovisuel )
26.387657,-8.939517,-7.986878,Tissage - broderie ( Fabrication et transformation d'éléments )
